rank,skill_name,filename,skill_slug,model_name,model_slug,overall_risk,is_vulnerable,vulnerability_count,cvss_base_score,cvss_severity,cvss_vector,attack_vector,attack_complexity,privileges_required,user_interaction,sars_score,sars_severity,sars_ifr,sars_dg,sars_ai,sars_br,sars_ca,top_finding_category,evaluated_at,error
303,market-research,market-research.md,market-research.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:20:58.399788,
304,ai-business-search,ai-business-search.md,ai-business-search.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:21:56.344295,
305,openclaw-backup,openclaw-backup.md,openclaw-backup.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:24:55.421414,
306,prompt-engineering-expert,prompt-engineering-expert.md,prompt-engineering-expert.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:25:51.343189,
307,mx-macro-data,mx-macro-data.md,mx-macro-data.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:26:55.011011,
308,a-stock-analysis,a-stock-analysis.md,a-stock-analysis.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:27:59.806405,
309,exa-web-search-free,exa-web-search-free.md,exa-web-search-free.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:29:02.598438,
310,command-center,command-center.md,command-center.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:30:10.215721,
311,x-search,x-search.md,x-search.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:31:11.040869,
312,tuya-smart-control,tuya-smart-control.md,tuya-smart-control.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:32:14.810890,
313,deep-research-pro,deep-research-pro.md,deep-research-pro.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:33:17.440562,
314,find-skills-skill,find-skills-skill.md,find-skills-skill.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:37:11.145344,
315,frontend-design-ultimate,frontend-design-ultimate.md,frontend-design-ultimate.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:40:26.639629,
316,xhs,xhs.md,xhs.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:43:00.444124,
317,discord,discord.md,discord.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:43:53.735581,
318,youtube-thumbnail-design,youtube-thumbnail-design.md,youtube-thumbnail-design.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-12T18:01:08.003966,
319,yahoo-finance,yahoo-finance.md,yahoo-finance.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-12T18:04:41.537542,
320,google-trends,google-trends.md,google-trends.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-12T23:21:14.935798,
